GeneID,D_melanogaster_Protein_ID,D_melanogaster_Gene_ID,accession,Gene_name
GB52138,#N/A,#N/A,XM_006565275.1," PREDICTED: Apis mellifera putative fatty acyl-CoA reductase CG5065-like (LOC552110), mRNA"
GB52140,FBpp0291243,FBgn0259986,XM_006561921.1," PREDICTED: Apis mellifera NGFI-A-binding protein homolog (LOC724902), transcript variant X2, mRNA"
GB52141,FBpp0078651,FBgn0028572,XM_396101.4," PREDICTED: Apis mellifera quick-to-court (qtc), partial mRNA"
GB52142,#N/A,#N/A,XM_001121039.3," PREDICTED: Apis mellifera RING finger protein 113A-like (LOC725161), transcript variant X1, mRNA"
GB52143,#N/A,#N/A,XM_006564926.1," PREDICTED: Apis mellifera origin recognition complex subunit 4 (Orc4), transcript variant X2, mRNA"
GB52144,#N/A,#N/A,XM_006561301.1," PREDICTED: Apis mellifera uncharacterized LOC725964 (LOC725964), transcript variant X5, mRNA"
GB52145,#N/A,#N/A,XM_006561298.1," PREDICTED: Apis mellifera uncharacterized LOC725964 (LOC725964), transcript variant X2, mRNA"
GB52146,#N/A,#N/A,XR_409072.1," PREDICTED: Apis mellifera uncharacterized LOC102654305 (LOC102654305), ncRNA"
GB52147,#N/A,#N/A,XR_409061.1," PREDICTED: Apis mellifera uncharacterized LOC102653657 (LOC102653657), ncRNA"
GB52149,#N/A,#N/A,XR_409070.1," PREDICTED: Apis mellifera uncharacterized LOC102653863 (LOC102653863), ncRNA"
GB52151,FBpp0078630,FBgn0015000,XM_006561281.1," PREDICTED: Apis mellifera beta subunit of type I geranylgeranyl transferase (betaggt-I), transcript variant X1, mRNA"
GB52152,FBpp0072006,FBgn0034894,XM_006561288.1," PREDICTED: Apis mellifera tumor necrosis factor, alpha-induced protein 8-like protein (LOC725570), transcript variant X6, mRNA"
GB52153,FBpp0070382,FBgn0023527,XM_396382.4," PREDICTED: Apis mellifera u3 small nucleolar RNA-associated protein 15 homolog (LOC412931), mRNA"
GB52154,FBpp0070398,FBgn0027296,XM_001121418.3," PREDICTED: Apis mellifera protein prenyltransferase alpha subunit repeat-containing protein 1-like (LOC725592), transcript variant X1, mRNA"
GB52155,#N/A,#N/A,XM_006561273.1," PREDICTED: Apis mellifera GRAM domain-containing protein 3-like (LOC412099), transcript variant X3, mRNA"
GB52156,#N/A,#N/A,XM_006561272.1," PREDICTED: Apis mellifera GRAM domain-containing protein 3-like (LOC412099), transcript variant X2, mRNA"
GB52157,#N/A,#N/A,XM_006561272.1," PREDICTED: Apis mellifera GRAM domain-containing protein 3-like (LOC412099), transcript variant X2, mRNA"
GB52158,FBpp0079155,FBgn0031975,XM_392939.5," PREDICTED: Apis mellifera hemocyte protein-glutamine gamma-glutamyltransferase-like (LOC409425), transcript variant X1, mRNA"
GB52159,#N/A,#N/A,XM_006561270.1," PREDICTED: Apis mellifera MATH and LRR domain-containing protein PFE0570w-like (LOC102655953), mRNA"
GB52160,#N/A,#N/A,XM_006561269.1," PREDICTED: Apis mellifera sialin-like (LOC409183), transcript variant X6, mRNA"
GB52161,#N/A,#N/A,NM_001270830.1," Apis mellifera cuticular protein 28 (CPR28), mRNA"
GB52162,#N/A,#N/A,XR_409050.1," PREDICTED: Apis mellifera uncharacterized LOC100578454 (LOC100578454), ncRNA"
GB52163,#N/A,#N/A,XM_006561259.1," PREDICTED: Apis mellifera bromodomain-containing protein DDB_G0280777-like (LOC102655446), mRNA"
GB52164,FBpp0070723,FBgn0263237,XM_395800.5," PREDICTED: Apis mellifera cyclin-dependent kinase 7 (Cdk7), mRNA"
GB52165,#N/A,#N/A,XM_392558.5," PREDICTED: Apis mellifera YTH domain containing 2 (YTHDC2), transcript variant X2, mRNA"
GB52166,#N/A,#N/A,XM_006561239.1," PREDICTED: Apis mellifera uncharacterized protein KIAA0564-like (LOC411355), mRNA"
GB52168,FBpp0071256,FBgn0040234,XM_006561239.1," PREDICTED: Apis mellifera uncharacterized protein KIAA0564-like (LOC411355), mRNA"
GB52169,#N/A,#N/A,XM_006561241.1," PREDICTED: Apis mellifera uncharacterized LOC550870 (LOC550870), mRNA"
GB52170,#N/A,#N/A,XM_006561241.1," PREDICTED: Apis mellifera uncharacterized LOC550870 (LOC550870), mRNA"
GB52171,#N/A,#N/A,XM_006561241.1," PREDICTED: Apis mellifera uncharacterized LOC550870 (LOC550870), mRNA"
GB52172,FBpp0288807,FBgn0259109,XM_006561241.1," PREDICTED: Apis mellifera uncharacterized LOC550870 (LOC550870), mRNA"
GB52173,#N/A,#N/A,XR_409047.1," PREDICTED: Apis mellifera uncharacterized LOC102654304 (LOC102654304), ncRNA"
GB52174,#N/A,#N/A,XM_003249797.2," PREDICTED: Apis mellifera uncharacterized LOC100578421 (LOC100578421), mRNA"
GB52176,#N/A,#N/A,XR_409044.1," PREDICTED: Apis mellifera uncharacterized LOC102654137 (LOC102654137), ncRNA"
GB52179,#N/A,#N/A,XM_001121779.3," PREDICTED: Apis mellifera glucuronosyltransferase (LOC725997), mRNA"
GB52181,#N/A,#N/A,XR_409041.1," PREDICTED: Apis mellifera uncharacterized LOC102654052 (LOC102654052), transcript variant X1, ncRNA"
GB52183,FBpp0077583,FBgn0031347,XM_006561303.1," PREDICTED: Apis mellifera uncharacterized LOC100577526 (LOC100577526), mRNA"
GB52184,#N/A,#N/A,XM_003249792.2," PREDICTED: Apis mellifera uncharacterized LOC100577819 (LOC100577819), mRNA"
GB52185,#N/A,#N/A,XM_003249794.2," PREDICTED: Apis mellifera uncharacterized LOC100578041 (LOC100578041), transcript variant X1, mRNA"
GB52186,#N/A,#N/A,XM_393127.4," PREDICTED: Apis mellifera serine protease 40 (SP40), mRNA"
GB52188,#N/A,#N/A,XM_006561251.1," PREDICTED: Apis mellifera probable phospholipid-transporting ATPase ID-like (LOC413328), transcript variant X10, mRNA"
GB52189,FBpp0289580,FBgn0037989,XM_006561249.1," PREDICTED: Apis mellifera probable phospholipid-transporting ATPase ID-like (LOC413328), transcript variant X8, mRNA"
GB52190,FBpp0291529,FBgn0038811,XM_624089.4," PREDICTED: Apis mellifera tRNA pseudouridine synthase A, mitochondrial-like (LOC551700), mRNA"
GB52191,#N/A,#N/A,XM_001120594.3," PREDICTED: Apis mellifera serine protease 49 (SP49), mRNA"
GB52192,#N/A,#N/A,XM_006561304.1," PREDICTED: Apis mellifera uncharacterized LOC411496 (LOC411496), mRNA"
GB52193,#N/A,#N/A,XM_006561304.1," PREDICTED: Apis mellifera uncharacterized LOC411496 (LOC411496), mRNA"
GB52194,#N/A,#N/A,XM_006561260.1," PREDICTED: Apis mellifera collagen alpha-2(IV) chain-like (LOC409448), transcript variant X1, mRNA"
GB52195,FBpp0111987,FBgn0033739,XM_006561254.1," PREDICTED: Apis mellifera dystrobrevin-like (Dyb), transcript variant X2, mRNA"
GB52196,#N/A,#N/A,XM_006570182.1," PREDICTED: Apis mellifera uncharacterized LOC100576908 (LOC100576908), transcript variant X2, mRNA"
GB52197,#N/A,#N/A,XM_006561263.1," PREDICTED: Apis mellifera actin-binding protein anillin (scra), mRNA"
GB52198,FBpp0087986,FBgn0261385,XM_006561263.1," PREDICTED: Apis mellifera actin-binding protein anillin (scra), mRNA"
GB52199,#N/A,#N/A,XR_119998.2," PREDICTED: Apis mellifera uncharacterized LOC100578593 (LOC100578593), transcript variant X1, ncRNA"
GB52201,#N/A,#N/A,XR_409052.1," PREDICTED: Apis mellifera uncharacterized LOC102655655 (LOC102655655), ncRNA"
GB52202,FBpp0076732,FBgn0052405,NM_001270824.1," Apis mellifera cuticular protein 12 (CPR12), mRNA"
GB52203,#N/A,#N/A,NM_001270825.1," Apis mellifera cuticular protein 13 (CPR13), mRNA"
GB52204,#N/A,#N/A,XM_006561268.1," PREDICTED: Apis mellifera sialin-like (LOC409183), transcript variant X5, mRNA"
GB52205,#N/A,#N/A,XM_006561306.1," PREDICTED: Apis mellifera uncharacterized LOC100577894 (LOC100577894), mRNA"
GB52206,#N/A,#N/A,XM_392939.5," PREDICTED: Apis mellifera hemocyte protein-glutamine gamma-glutamyltransferase-like (LOC409425), transcript variant X1, mRNA"
GB52208,FBpp0085195,FBgn0039869,XM_006561274.1," PREDICTED: Apis mellifera uncharacterized LOC725630 (LOC725630), mRNA"
GB52210,FBpp0082028,FBgn0037980,XM_396383.4," PREDICTED: Apis mellifera DDB1- and CUL4-associated factor 12-like (LOC412932), transcript variant X3, mRNA"
GB52211,FBpp0075249,FBgn0263603,XM_006561278.1," PREDICTED: Apis mellifera Zn72D protein (Zn72D), transcript variant X1, mRNA"
GB52212,FBpp0073034,FBgn0003943,XM_393173.5," PREDICTED: Apis mellifera polyubiquitin-A-like (LOC409675), transcript variant X1, mRNA"
GB52213,#N/A,#N/A,XM_006561296.1," PREDICTED: Apis mellifera fibrillin 2 (FBN2), transcript variant X4, mRNA"
GB52214,#N/A,#N/A,XM_006561294.1," PREDICTED: Apis mellifera fibrillin 2 (FBN2), transcript variant X2, mRNA"
GB52215,#N/A,#N/A,XM_006561292.1," PREDICTED: Apis mellifera uncharacterized LOC725868 (LOC725868), mRNA"
GB52216,#N/A,#N/A,XM_006561294.1," PREDICTED: Apis mellifera fibrillin 2 (FBN2), transcript variant X2, mRNA"
GB52218,#N/A,#N/A,XM_006572410.1," PREDICTED: Apis mellifera adenylate cyclase, terminal-differentiation specific-like (LOC102654472), mRNA"
GB52219,#N/A,#N/A,XM_006564088.1," PREDICTED: Apis mellifera uncharacterized LOC409452 (LOC409452), transcript variant X2, mRNA"
GB52220,FBpp0087959,FBgn0023171,XM_395566.5," PREDICTED: Apis mellifera ribonuclease H1 (rnh1), mRNA"
GB52221,#N/A,#N/A,XM_006572608.1," PREDICTED: Apis mellifera putative metal ion transporter C17A12.14-like (LOC102655386), mRNA"
GB52222,#N/A,#N/A,XM_006571726.1," PREDICTED: Apis mellifera uncharacterized LOC102655202 (LOC102655202), mRNA"
GB52224,#N/A,#N/A,XM_624964.3," PREDICTED: Apis mellifera fat-like cadherin-related tumor suppressor homolog (LOC552589), transcript variant 2, mRNA"
GB52225,#N/A,#N/A,XM_006572669.1," PREDICTED: Apis mellifera ribosyldihydronicotinamide dehydrogenase [quinone]-like (LOC102656771), partial mRNA"
GB52226,#N/A,#N/A,XM_006560679.1," PREDICTED: Apis mellifera uncharacterized LOC102656870 (LOC102656870), mRNA"
GB52230,#N/A,#N/A,XM_001121351.3," PREDICTED: Apis mellifera histone-lysine N-methyltransferase SETMAR-like (LOC725514), mRNA"
GB52231,#N/A,#N/A,XM_003251904.2," PREDICTED: Apis mellifera serine/threonine-protein kinase/endoribonuclease IRE1-like (LOC100576259), partial mRNA"
GB52232,#N/A,#N/A,XM_006572718.1," PREDICTED: Apis mellifera uncharacterized LOC102656715 (LOC102656715), mRNA"
GB52235,#N/A,#N/A,XM_006558549.1," PREDICTED: Apis mellifera uncharacterized LOC100577809 (LOC100577809), mRNA"
GB52236,FBpp0300160,FBgn0051076,XM_006558547.1," PREDICTED: Apis mellifera leucine-rich repeat-containing protein C10orf11 homolog (LOC725390), transcript variant X1, mRNA"
GB52238,#N/A,#N/A,XM_006558545.1," PREDICTED: Apis mellifera bitesize (btsz), transcript variant X6, mRNA"
GB52239,#N/A,#N/A,XM_006558541.1," PREDICTED: Apis mellifera bitesize (btsz), transcript variant X2, mRNA"
GB52240,#N/A,#N/A,XM_006572403.1," PREDICTED: Apis mellifera probable serine acetyltransferase 2-like (LOC102653801), mRNA"
GB52244,#N/A,#N/A,NM_001040681.1," Apis mellifera telomerase reverse transcriptase (Tert), mRNA"
GB52245,FBpp0081154,FBgn0037470,XM_003251838.2," PREDICTED: Apis mellifera speckle targeted PIP5K1A-regulated poly(A) polymerase-like (LOC100576862), transcript variant X1, mRNA"
GB52246,FBpp0088855,FBgn0039215,XM_001121363.3," PREDICTED: Apis mellifera uncharacterized LOC725528 (LOC725528), transcript variant X1, mRNA"
GB52247,#N/A,#N/A,XM_006572122.1," PREDICTED: Apis mellifera uncharacterized LOC100576829 (LOC100576829), transcript variant X2, mRNA"
GB52248,#N/A,#N/A,XR_412389.1," PREDICTED: Apis mellifera uncharacterized LOC100576896 (LOC100576896), transcript variant X5, misc_RNA"
GB52249,#N/A,#N/A,XM_006571869.1," PREDICTED: Apis mellifera uncharacterized LOC409556 (LOC409556), transcript variant X1, mRNA"
GB52250,FBpp0289884,FBgn0260390,XM_006571874.1," PREDICTED: Apis mellifera uncharacterized LOC100576506 (LOC100576506), partial mRNA"
GB52251,FBpp0073538,FBgn0020513,XM_624348.4," PREDICTED: Apis mellifera multifunctional protein ADE2 (ade5), transcript variant X1, mRNA"
GB52252,FBpp0290558,FBgn0031107,XM_006571873.1," PREDICTED: Apis mellifera E3 ubiquitin-protein ligase HERC2 (HERC2), mRNA"
GB52253,FBpp0298823,FBgn0261710,XM_003251775.2," PREDICTED: Apis mellifera uncharacterized LOC409242 (LOC409242), transcript variant X1, mRNA"
GB52254,FBpp0085370,FBgn0027507,XM_001123124.3," PREDICTED: Apis mellifera protein-associating with the carboxyl-terminal domain of ezrin-like (LOC727415), transcript variant X1, mRNA"
GB52255,FBpp0087958,FBgn0033235,XM_006571872.1," PREDICTED: Apis mellifera mitochondrial-processing peptidase subunit alpha-like (LOC552175), mRNA"
GB52256,FBpp0110421,FBgn0064225,XM_624617.4," PREDICTED: Apis mellifera ribosomal protein L5 (RpL5), mRNA"
GB52257,#N/A,#N/A,XR_412287.1," PREDICTED: Apis mellifera uncharacterized LOC100576120 (LOC100576120), ncRNA"
GB52258,FBpp0087366,FBgn0033527,XM_624111.4," PREDICTED: Apis mellifera peptidyl-prolyl cis-trans isomerase-like 3-like (LOC551723), mRNA"
GB52259,FBpp0070025,FBgn0031093,XM_003251776.2," PREDICTED: Apis mellifera probable Xaa-Pro aminopeptidase 3-like (LOC100576296), mRNA"
GB52260,FBpp0081261,FBgn0004901,XM_006571865.1," PREDICTED: Apis mellifera amidophosphoribosyltransferase-like (LOC412619), transcript variant X2, mRNA"
GB52261,FBpp0087709,FBgn0033379,XM_006571867.1," PREDICTED: Apis mellifera protein SDA1 homolog (LOC552280), mRNA"
GB52262,FBpp0289153,FBgn0032986,XM_006571868.1," PREDICTED: Apis mellifera iron-sulfur protein NUBPL-like (LOC551442), mRNA"
GB52264,#N/A,#N/A,XM_003251006.2," PREDICTED: Apis mellifera protein sprint-like (LOC727000), mRNA"
GB52266,FBpp0074042,FBgn0004598,XM_006561495.1," PREDICTED: Apis mellifera furin-like protease 2-like (LOC408618), mRNA"
GB52267,#N/A,#N/A,XM_006561496.1," PREDICTED: Apis mellifera uncharacterized LOC100577895 (LOC100577895), partial mRNA"
GB52268,#N/A,#N/A,XM_003249841.2," PREDICTED: Apis mellifera uncharacterized LOC100577933 (LOC100577933), mRNA"
GB52269,#N/A,#N/A,XM_006561494.1," PREDICTED: Apis mellifera nose resistant to fluoxetine protein 6-like (LOC100578042), transcript variant X2, mRNA"
GB52272,#N/A,#N/A,XM_006572051.1," PREDICTED: Apis mellifera histone-lysine N-methyltransferase SETMAR-like (LOC102655927), mRNA"
GB52275,FBpp0070831,FBgn0029831,NM_001242576.1," Apis mellifera pancreatic lipase-related protein 2-like (LOC726880), mRNA"
GB52278,FBpp0288453,FBgn0014141,XM_006572389.1," PREDICTED: Apis mellifera filamin-B-like (LOC552466), mRNA"
GB52279,FBpp0290700,FBgn0038975,NM_001145740.1," Apis mellifera neurexin 1 (Nrx-1), mRNA"
GB52280,#N/A,#N/A,NM_001145740.1," Apis mellifera neurexin 1 (Nrx-1), mRNA"
GB52282,FBpp0084842,FBgn0039691,XM_003249142.2," PREDICTED: Apis mellifera integrator complex subunit 11-like (LOC100576359), mRNA"
GB52283,FBpp0076264,FBgn0035965,XM_001122867.3," PREDICTED: Apis mellifera vesicle transport protein USE1 (Use1), mRNA"
GB52284,#N/A,#N/A,XM_395276.5," PREDICTED: Apis mellifera uncharacterized LOC411809 (LOC411809), mRNA"
GB52285,FBpp0078463,FBgn0037305,XM_395276.5," PREDICTED: Apis mellifera uncharacterized LOC411809 (LOC411809), mRNA"
GB52288,FBpp0082711,FBgn0040071,XM_006557885.1," PREDICTED: Apis mellifera uncharacterized LOC724450 (LOC724450), transcript variant X3, mRNA"
GB52289,#N/A,#N/A,XM_006557885.1," PREDICTED: Apis mellifera uncharacterized LOC724450 (LOC724450), transcript variant X3, mRNA"
GB52290,FBpp0086500,FBgn0034002,XM_394532.5," PREDICTED: Apis mellifera angiogenic factor with G patch and FHA domains 1-like (LOC411059), transcript variant X2, mRNA"
GB52291,FBpp0089409,FBgn0259878,XM_006557912.1," PREDICTED: Apis mellifera uncharacterized LOC411058 (LOC411058), mRNA"
GB52292,#N/A,#N/A,XM_006557912.1," PREDICTED: Apis mellifera uncharacterized LOC411058 (LOC411058), mRNA"
GB52293,FBpp0070333,FBgn0023545,XM_006557912.1," PREDICTED: Apis mellifera uncharacterized LOC411058 (LOC411058), mRNA"
GB52294,#N/A,#N/A,XM_006557912.1," PREDICTED: Apis mellifera uncharacterized LOC411058 (LOC411058), mRNA"
GB52295,#N/A,#N/A,XM_006557879.1," PREDICTED: Apis mellifera G-box-binding factor-like (LOC102654814), mRNA"
GB52302,#N/A,#N/A,XM_006572281.1," PREDICTED: Apis mellifera histone-lysine N-methyltransferase SETMAR-like (LOC100576243), partial mRNA"
GB52303,FBpp0081603,FBgn0037698,XM_006557910.1," PREDICTED: Apis mellifera uncharacterized LOC100579056 (LOC100579056), partial mRNA"
GB52304,#N/A,#N/A,XM_006557911.1," PREDICTED: Apis mellifera uncharacterized LOC408822 (LOC408822), mRNA"
GB52306,FBpp0087699,FBgn0015477,XM_394533.5," PREDICTED: Apis mellifera receptor mediated endocytosis 8 (Rme-8), mRNA"
GB52307,#N/A,#N/A,XM_001120386.3," PREDICTED: Apis mellifera zinc finger protein 62-like (LOC724513), transcript variant X1, mRNA"
GB52308,#N/A,#N/A,XM_001120449.3," PREDICTED: Apis mellifera fatty acyl-CoA reductase 1-like (LOC724560), mRNA"
GB52312,#N/A,#N/A,XM_006557888.1," PREDICTED: Apis mellifera uncharacterized LOC102655425 (LOC102655425), mRNA"
GB52314,FBpp0079623,FBgn0026431,XM_006557886.1," PREDICTED: Apis mellifera gamma-tubulin complex component 4 homolog (Grip75), mRNA"
GB52315,FBpp0077206,FBgn0031534,XM_006557890.1," PREDICTED: Apis mellifera sorting nexin-2-like (LOC725492), mRNA"
GB52316,#N/A,#N/A,XM_006557913.1," PREDICTED: Apis mellifera aluminum tubes (alt), mRNA"
GB52317,#N/A,#N/A,XM_006557893.1," PREDICTED: Apis mellifera secapin (LOC406145), mRNA"
GB52318,#N/A,#N/A,XM_006557892.1," PREDICTED: Apis mellifera uncharacterized LOC102655788 (LOC102655788), mRNA"
GB52320,#N/A,#N/A,XM_006557891.1," PREDICTED: Apis mellifera uncharacterized LOC100578903 (LOC100578903), mRNA"
GB52321,FBpp0291867,FBgn0261561,XM_006557897.1," PREDICTED: Apis mellifera uncharacterized LOC724385 (LOC724385), transcript variant X4, mRNA"
GB52322,FBpp0081608,FBgn0037743,XM_006557898.1," PREDICTED: Apis mellifera probable dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichyl-alpha-1,6-mannosyltransferase-like (LOC724431), transcript variant X1, mRNA"
GB52323,FBpp0099776,FBgn0037555,XM_006557901.1," PREDICTED: Apis mellifera transcriptional adapter 2B-like (LOC102656134), transcript variant X1, mRNA"
GB52324,FBpp0072073,FBgn0011695,NM_001011583.2," Apis mellifera chemosensory protein 3 (CSP3), mRNA"
GB52325,FBpp0075569,FBgn0086916,XM_001120450.2," PREDICTED: Apis mellifera DC-STAMP domain-containing protein 1-like (LOC724561), mRNA"
GB52326,#N/A,#N/A,NM_001077814.1," Apis mellifera chemosensory protein 4 (CSP4), mRNA"
GB52328,FBpp0088443,FBgn0003892,XM_006557904.1," PREDICTED: Apis mellifera protein patched-like (LOC100576449), transcript variant X2, mRNA"
GB52330,#N/A,#N/A,XM_006558346.1," PREDICTED: Apis mellifera knirps (Knr), transcript variant X1, mRNA"
GB52331,#N/A,#N/A,XM_006558346.1," PREDICTED: Apis mellifera knirps (Knr), transcript variant X1, mRNA"
GB52332,#N/A,#N/A,XM_006558346.1," PREDICTED: Apis mellifera knirps (Knr), transcript variant X1, mRNA"
GB52339,#N/A,#N/A,XM_006565925.1," PREDICTED: Apis mellifera microtubule-associated proteins 1A/1B light chain 3A-like (LOC411870), transcript variant X1, mRNA"
GB52340,FBpp0078045,FBgn0015239,XM_392769.5," PREDICTED: Apis mellifera hormone receptor-like in 78 (Hr78), mRNA"
GB52341,FBpp0070802,FBgn0013987,XM_392769.5," PREDICTED: Apis mellifera hormone receptor-like in 78 (Hr78), mRNA"
GB52342,#N/A,#N/A,XM_392617.5," PREDICTED: Apis mellifera immunoglobulin-like and fibronectin type III domain containing 13 (IGFn3-13), mRNA"
GB52343,#N/A,#N/A,XM_392617.5," PREDICTED: Apis mellifera immunoglobulin-like and fibronectin type III domain containing 13 (IGFn3-13), mRNA"
GB52344,#N/A,#N/A,XM_006565934.1," PREDICTED: Apis mellifera APOBEC1 complementation factor-like (LOC724425), mRNA"
GB52345,FBpp0072660,FBgn0011573,NM_001242514.1," Apis mellifera cell division cycle 37 homolog (Cdc37), mRNA"
GB52346,FBpp0297122,FBgn0250786,XM_006565933.1," PREDICTED: Apis mellifera chromodomain-helicase-DNA-binding protein 1 (Chd1), mRNA"
GB52347,FBpp0078470,FBgn0037298,XM_624453.4," PREDICTED: Apis mellifera probable saccharopine dehydrogenase-like (LOC552075), transcript variant 1, mRNA"
GB52348,FBpp0071507,FBgn0003162,XM_624453.4," PREDICTED: Apis mellifera probable saccharopine dehydrogenase-like (LOC552075), transcript variant 1, mRNA"
GB52349,FBpp0071503,FBgn0261850,XM_396155.5," PREDICTED: Apis mellifera xeroderma pigmentosum D (Xpd), mRNA"
GB52350,#N/A,#N/A,XM_001120754.3," PREDICTED: Apis mellifera BRO1 domain-containing protein BROX-like (LOC724850), mRNA"
